publisher_id,publisher_name,size,campaign_id,campaign_name,campaign_code,campaign_priority,campaign_type,creative_id,creative_name,creative_code,size,brand_id,brand_name,billing_period.start_date,billing_period.end_date,view_rate,view_measurement_rate
1000494,bild.de,300x250,56942375,Kombi_MEW_Entertainment,0001461486-090002-136544438,5,ZAHLUNGSANZEIGEN,451433797,redirect,--,300x250,1,Unknown,--,--,"0,853901060362256055","0,996833100271448548"
1576399,formel1.de,300x250,56804621,ROP_Desktop_Performance,0001460263-070002-136381656,5,PERFORMANCE,448520868,AS - Display - CubeAd (multixmulti|4),--,300x250,1,Unknown,--,--,"0,000000000000000000","1,000000000000000000"
1000527,travelbook.de,300x250,56828939,ROP_MEW_Performance; ROP_Smartphone-Apps; ROP_Tablet-Apps,0001460506-010002-136409320,5,PERFORMANCE,438146208,AS - Display - CubeAd (multixmulti|4),--,300x250,1,Unknown,--,--,"0,000000000000000000","1,000000000000000000"
1000500,finanzen.net,300x250,19148137,Mediation_DfP_MediumRectangle_300x250_300x600,--,5,,82554566,Mediation_DfP_MediumRectangle_300x250_300x600,--,300x250,0,--,--,--,"0,000000000000000000","0,000000000000000000"
1000527,travelbook.de,160x600,56569110,Kombi_Desktop_Reise,0001457470-040000-136092604,5,ZAHLUNGSANZEIGEN,443785410,Skyscraper AdBundle ADC-23-039-AKS-Peak-Juni-August [16104] 77080,--,160x600,1,Unknown,--,--,"0,923636363636363636","0,987432675044883303"
1000494,bild.de,4x4,56480237,Bild.de_MEW_Sport,--,17,FEST,442103708,ad-koop-bild-presenter-mobile-640x150-v1.jpg,--,4x4,1,Unknown,--,--,"0,177471264367816092","0,992697398448197170"
1000527,travelbook.de,1x1,0,Resold Campaign,--,--,,0,--,--,1x1,0,--,2020-12-11 00:00:00,--,"0,344927536231884058","0,963687150837988827"
1000494,bild.de,300x600,0,Resold Campaign,--,--,,0,--,--,300x600,0,--,2020-12-11 00:00:00,--,"0,803260412700741315","0,971117892682573836"
1576402,clever-tanken.de,300x250,56804643,ROP_Desktop_Performance,0001460263-150002-136381688,5,PERFORMANCE,448522112,AS - Display - CubeAd (multixmulti|4),--,300x250,1,Unknown,--,--,"0,500000000000000000","0,666666666666666667"
1000533,welt.de,320x480,0,Resold Campaign,--,--,,0,--,--,320x480,0,--,2021-03-05 00:00:00,--,"0,244668980907513018","0,972803473436651993"
1000521,sportbild.de,300x250,56945388,Kombi_MEW_Auto,0001461942-030002-136549005,5,ZAHLUNGSANZEIGEN,451150056,AS - Display - CubeAd (multixmulti|4),--,300x250,1,Unknown,--,--,"0,500000000000000000","1,000000000000000000"
1441955,myhomebook.de,0x0,0,Resold Campaign,--,--,,External Imps,External Imps,External Imps,0x0,0,--,--,--,"0,000000000000000000","0,000000000000000000"
1000535,bundesliga,320x160,0,Resold Campaign,--,--,,0,--,--,320x160,0,--,--,--,"0,521739130434782609","0,585987261146496815"
1000500,finanzen.net,339x648,0,Resold Campaign,--,--,,0,--,--,339x648,0,--,--,--,"0,000000000000000000","0,000000000000000000"
1000494,bild.de,728x600,0,Resold Campaign,--,--,,0,--,--,728x600,0,--,--,--,"0,000000000000000000","0,000000000000000000"
1120688,sport1.de,728x90,0,--,--,--,--,418933102,jackpotpiraten-970x90-nacht.png,--,728x90,1,Unknown,2023-02-09 00:00:00,--,"0,000000000000000000","1,000000000000000000"
1000517,rollingstone.de,300x250,0,Resold Campaign,--,--,,0,--,--,300x250,0,--,2019-09-27 00:00:00,--,"0,435005117707267144","0,970208540218470705"
1000510,metal-hammer.de,120x600,0,Resold Campaign,--,--,,0,--,--,120x600,0,--,2019-07-19 00:00:00,--,"0,875000000000000000","1,000000000000000000"
1000497,businessinsider.de,300x250,19148137,Mediation_DfP_MediumRectangle_300x250_300x600,--,5,,82554566,Mediation_DfP_MediumRectangle_300x250_300x600,--,300x250,132368,DFP,--,--,"0,674625580171300062","0,989910951117847670"
1080426,fitbook.de,300x250,0,Resold Campaign,--,--,,0,--,--,300x250,0,--,2020-12-11 00:00:00,--,"0,846101579751995923","0,991327776374505346"
1000499,computerbild.de,300x250,56634098,ROP_MEW_Performance; ROP_Smartphone-Apps; ROP_Tablet-Apps,0001458306-030002-136175493,5,PERFORMANCE,446089388,230612-nrwb-477-gp23-omd40905549-media-impact-mmr-300x250px-2.jpg,--,300x250,1,Unknown,--,--,"1,000000000000000000","1,000000000000000000"
1120688,sport1.de,300x250,57055755,ROP_MEW_Performance; ROP_Smartphone-Apps; ROP_Tablet-Apps,0001462469-040002-136680359,5,PERFORMANCE,453549967,AS - Display - CubeAd (multixmulti|4),--,300x250,1,Unknown,--,--,"0,736268343815513627","0,992922564529558701"
1000497,businessinsider.de,300x250,56744558,ROS_Business-insider.de_MEW_All,0001458482-010004-136308022,14,ZAHLUNGSANZEIGEN,450097331,mmr-roborock-bi-bs-s8proultra-putzen-lieben.jpg,--,300x250,1,Unknown,--,--,"0,653128598848368522","0,988614800759013283"
1441955,myhomebook.de,728x90,20235571,Contact Impact_Affiliate_AdBundle,--,5,,87844270,redirect,--,728x90,1,Unknown,--,--,"0,117420596727622714","0,992359121298949379"
1000498,bz-berlin.de,300x600,56727788,ROP_Desktop_Performance,0001459647-040002-136288256,5,PERFORMANCE,451076302,AS - Display - CubeAd (multixmulti|4),--,300x600,1,Unknown,--,--,"0,681818181818181818","1,000000000000000000"
1000493,autobild.de,300x250,20240543,Copy Copy Copy ci,--,5,,87844272,redirect,--,300x250,1,Unknown,--,--,"1,000000000000000000","1,000000000000000000"
1000493,autobild.de,300x250,56828946,ROP_Desktop_Performance,0001459860-010002-136409329,5,PERFORMANCE,438146506,AS - Display - CubeAd (multixmulti|4),--,300x250,1,Unknown,--,--,"0,842105263157894737","1,000000000000000000"
1000493,autobild.de,300x250,56990303,ROP_MEW_Performance,0001462345-080002-136603101,5,PERFORMANCE,452486773,230712-dyn-banner-fruehbucher-300x250.jpg,--,300x250,1,Unknown,--,--,"0,857142857142857143","1,000000000000000000"
1000494,bild.de,300x250,56804661,ROP_Desktop_Performance,0001460263-190002-136381713,5,PERFORMANCE,448524215,AS - Display - CubeAd (multixmulti|4),--,300x250,1,Unknown,--,--,"0,783216783216783217","0,979452054794520548"
1000494,bild.de,728x90,56223544,ROP_Desktop_Performance,0001447477-040000-135687033,5,PERFORMANCE,443703230,Superbanner AdBundle DPN_23_005_Fleckensalz [14755] 75617_07.06.23,--,728x90,1,Unknown,--,--,"0,200699132111861138","0,990685454979699069"
1000493,autobild.de,500x1000,56620057,Kombi_Desktop_Reise,0001457792-100000-136158717,5,ZAHLUNGSANZEIGEN,444694404,redirect,--,500x1000,1,Unknown,--,--,"0,931481481481481481","0,967741935483870968"
1000498,bz-berlin.de,300x250,56727208,ROP_MEW_Performance,0001459648-020000-136287579,5,PERFORMANCE,446805802,AS - Display - CubeAd (multixmulti|4),--,300x250,1,Unknown,--,--,"0,767441860465116279","1,000000000000000000"
